"","Id","MSSubClass","MSZoning","LotArea","Street","LotConfig","Neighborhood","BldgType","OverallQual","YearBuilt","ExterCond","BsmtCond","CentralAir","GrLivArea","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageQual","PoolArea","SalePrice"
"517",517,80,"RL",10448,1,"Corner","LaLouviere","1Fam",6,1972,3,3,1,2119,3,7,7,1,3,0,158000
"518",518,60,"RL",10208,1,"Inside","Aalst","1Fam",7,1996,3,3,1,2344,4,7,7,1,3,0,265000
"519",519,60,"RL",9531,1,"CulDSac","Schaerbeek","1Fam",6,1998,3,3,1,1796,3,7,7,0,3,0,211000
"520",520,70,"RL",10918,1,"Inside","Anderlecht","1Fam",7,1926,3,3,1,2080,4,9,7,2,3,0,234000
"521",521,190,"RL",10800,1,"Inside","Hasselt","2fmCon",4,1900,3,0,0,1294,3,7,7,0,0,0,106250
"522",522,20,"RL",11988,1,"Corner","Ixelles","1Fam",6,1957,3,3,1,1244,3,6,7,2,3,0,150000
"523",523,50,"RM",5000,1,"Corner","Liège","1Fam",6,1947,4,3,1,1664,3,7,7,2,3,0,159000
"524",524,60,"RL",40094,1,"Inside","Bruges","1Fam",10,2007,3,3,1,4676,5,11,7,1,3,0,184750
"525",525,60,"RL",11787,1,"Inside","Aalst","1Fam",7,1996,3,3,1,2398,4,8,7,1,3,0,315750
"526",526,20,"FV",7500,1,"Inside","Ostend","1Fam",7,2005,3,3,1,1266,4,6,7,1,3,0,176000
"527",527,20,"RL",13300,1,"Inside","Ixelles","1Fam",5,1956,3,3,1,928,3,4,7,0,3,0,132000
"528",528,60,"RL",14948,1,"Inside","Uccle","1Fam",9,2008,3,3,1,2713,5,11,7,1,3,0,446261
"529",529,30,"RL",9098,1,"Inside","Bruges","1Fam",4,1920,3,3,1,605,3,5,7,0,0,0,86000
"530",530,20,"RL",32668,1,"CulDSac","Anderlecht","1Fam",6,1957,3,3,1,2515,3,9,3,2,3,0,200624
"531",531,80,"RL",10200,1,"Inside","Seraing","1Fam",6,1988,3,3,1,1509,4,5,7,1,3,0,175000
"532",532,70,"RM",6155,1,"FR3","Liège","1Fam",6,1920,3,2,1,1362,3,6,7,0,3,0,128000
"533",533,20,"RL",7200,1,"Inside","Ixelles","1Fam",5,1955,3,0,1,827,3,5,4,1,3,0,107500
"534",534,20,"RL",5000,1,"Inside","Liège","1Fam",1,1946,2,0,0,334,2,2,7,0,0,0,39300
"537",537,60,"RL",8924,1,"CulDSac","Schaerbeek","1Fam",7,1998,3,3,1,1724,4,8,7,0,3,0,188000
"538",538,20,"RL",12735,1,"FR2","Ixelles","1Fam",4,1972,3,3,1,864,3,5,7,0,3,0,111250
"540",540,20,"RL",11423,1,"Inside","Schaerbeek","1Fam",8,2001,3,3,1,1601,4,6,7,1,3,0,272000
"541",541,20,"RL",14601,1,"Inside","Seraing","1Fam",9,2006,3,3,1,1838,5,8,7,1,3,0,315000
"542",542,60,"RL",11000,1,"FR2","Aalst","1Fam",8,2000,3,3,1,2285,4,8,7,1,3,0,248000
"543",543,20,"RL",10140,1,"Inside","LaLouviere","1Fam",7,1998,3,3,1,1680,4,7,3,1,3,0,213250
"544",544,120,"RH",4058,1,"Inside","Ixelles","TwnhsE",7,1998,3,3,1,767,3,4,7,0,3,0,133000
"545",545,60,"RL",17104,1,"Inside","Namur","1Fam",7,2006,3,4,1,1496,4,7,7,1,3,0,179665
"547",547,50,"RL",8737,1,"Inside","Liège","1Fam",6,1923,3,3,1,1635,3,6,7,1,3,0,210000
"548",548,85,"RL",7244,1,"Inside","Mons","1Fam",5,1970,4,3,1,768,3,5,7,0,3,0,129500
"549",549,20,"RM",8235,1,"Inside","Hasselt","1Fam",5,1955,4,3,1,825,3,4,7,0,3,0,125000
"550",550,60,"FV",9375,1,"Inside","Ostend","1Fam",7,2003,3,3,1,2094,4,8,7,1,3,0,263000
"551",551,120,"RL",4043,1,"Inside","Mechelen","TwnhsE",6,1977,3,3,1,1069,3,4,7,0,3,0,140000
"552",552,20,"RM",6000,1,"Inside","Hasselt","1Fam",5,1957,3,3,1,928,3,5,7,0,3,0,112500
"553",553,20,"RL",11146,1,"Inside","Uccle","1Fam",8,2006,3,3,1,1717,4,7,7,1,3,0,255500
"554",554,20,"RL",8777,1,"Inside","Bruges","1Fam",4,1949,3,0,1,1126,4,5,7,0,3,0,108000
"556",556,45,"RM",6380,1,"Inside","Liège","1Fam",5,1922,3,2,1,1048,3,5,7,1,3,0,113000
"557",557,20,"RL",14850,1,"Inside","Ixelles","1Fam",5,1957,3,3,1,1092,3,6,7,1,3,0,141000
"558",558,50,"C (all)",11040,1,"Inside","Leuven","1Fam",4,1920,3,3,1,1336,3,7,7,0,3,0,108000
"559",559,60,"RL",21872,1,"FR2","Namur","1Fam",7,1996,3,3,1,1446,3,6,7,1,3,0,175000
"560",560,120,"RL",3196,1,"Inside","Antwerp","TwnhsE",7,2003,3,3,1,1557,4,7,7,1,3,0,234000
"561",561,20,"RL",11341,1,"Inside","SintNiklaas","1Fam",5,1957,3,3,1,1392,3,5,4,1,3,0,121500
"562",562,20,"RL",10010,1,"Inside","Mons","1Fam",5,1974,3,3,1,1389,3,6,7,1,3,0,170000
"563",563,30,"RL",13907,1,"Inside","Bruges","1Fam",5,1940,3,3,1,996,3,6,7,1,0,0,108000
"565",565,60,"RL",13346,1,"CulDSac","Aalst","1Fam",7,1992,3,3,1,2295,4,9,7,1,3,0,268000
"566",566,70,"RL",6858,1,"Corner","Genk","1Fam",6,1915,3,3,0,1647,2,6,7,0,3,0,128000
"567",567,60,"RL",11198,1,"Inside","Tournai","1Fam",9,2005,3,4,1,2504,5,11,7,1,3,0,325000
"568",568,20,"RL",10171,1,"Inside","Uccle","1Fam",7,2004,3,3,1,1535,4,7,7,0,3,0,214000
"569",569,50,"RL",12327,1,"Inside","Kortrijk","1Fam",8,1983,3,3,1,2132,4,5,5,1,4,0,316600
"570",570,90,"RL",7032,1,"Corner","Ixelles","Duplex",5,1979,3,3,1,943,3,4,7,2,3,0,135960
"571",571,90,"RL",13101,1,"Inside","Ixelles","Duplex",5,1965,3,3,1,1728,3,10,7,0,3,0,142600
"572",572,20,"RL",7332,1,"Inside","Ixelles","1Fam",6,1959,3,3,1,864,4,4,7,0,3,0,120000
"574",574,80,"RL",9967,1,"Inside","Namur","1Fam",7,2000,3,3,1,1430,3,8,7,1,3,0,170000
"576",576,50,"RL",8480,1,"Inside","Ixelles","1Fam",5,1947,3,3,1,1216,3,6,7,0,3,0,118500
"578",578,80,"RL",11777,1,"Inside","SintNiklaas","1Fam",5,1966,3,3,1,1320,3,6,7,2,3,0,164500
"580",580,50,"RM",12150,1,"Inside","Hasselt","1Fam",5,1954,3,3,0,1795,3,7,7,0,2,0,131500
"581",581,20,"RL",14585,1,"CulDSac","Ixelles","1Fam",6,1960,3,3,1,1429,4,7,7,2,3,0,181900
"582",582,20,"RL",12704,1,"Inside","Uccle","1Fam",8,2008,3,3,1,2042,5,8,7,1,3,0,253293
"583",583,90,"RL",11841,0,"Inside","Bruges","Duplex",6,1990,4,3,1,816,3,5,7,0,0,0,118500
"584",584,75,"RM",13500,1,"Inside","Hasselt","1Fam",10,1893,5,3,1,2775,4,9,7,1,4,0,325000
"585",585,50,"RM",6120,1,"Inside","Liège","1Fam",4,1935,3,3,1,1573,4,6,7,0,3,0,133000
"586",586,20,"RL",11443,1,"Inside","Seraing","1Fam",8,2005,3,3,1,2028,4,7,7,2,3,0,369900
"587",587,30,"RL",10267,1,"Inside","Liège","1Fam",6,1918,4,4,1,838,2,5,7,0,3,0,130000
"588",588,85,"RL",8740,1,"Inside","SintNiklaas","1Fam",5,1982,3,3,1,860,3,4,7,0,3,0,137000
"589",589,20,"RL",25095,1,"Inside","Brussels","1Fam",5,1968,3,3,1,1473,5,5,7,2,3,0,143000
"591",591,60,"RL",8320,1,"Inside","Schaerbeek","1Fam",7,2004,3,3,1,1582,4,6,7,0,3,0,185900
"592",592,60,"RL",13478,1,"Corner","Uccle","1Fam",10,2008,3,3,1,2296,5,10,7,1,3,0,451950
"593",593,20,"RL",6600,1,"Inside","Mons","1Fam",5,1982,4,4,1,816,3,4,7,0,3,0,138000
"595",595,20,"RL",7990,1,"Inside","Schaerbeek","1Fam",5,1975,3,3,1,924,3,5,7,0,3,0,110000
"596",596,20,"RL",11302,1,"Inside","Tournai","1Fam",8,2005,3,3,1,1826,4,7,7,1,3,0,319000
"597",597,70,"RM",3600,1,"Inside","Hasselt","1Fam",6,1910,3,3,0,1368,3,7,7,0,3,0,114504
"599",599,20,"RL",12984,1,"Inside","Anderlecht","1Fam",5,1977,3,3,1,1647,4,7,7,1,3,0,217500
"600",600,160,"RM",1950,1,"Inside","Ghent","Twnhs",6,1980,4,3,1,1556,3,6,7,1,3,0,151000
"602",602,50,"RM",9000,1,"Inside","Leuven","1Fam",6,1937,4,3,1,1375,4,6,7,1,3,0,141000
"603",603,60,"RL",10041,1,"Inside","Kortrijk","1Fam",8,1992,3,3,1,1915,4,8,7,1,3,0,220000
"604",604,160,"FV",3182,1,"Inside","Ostend","TwnhsE",7,2004,3,3,1,1200,4,4,7,0,3,0,151000
"605",605,20,"RL",12803,1,"Inside","Schaerbeek","1Fam",7,2002,3,3,1,1494,4,6,7,1,3,0,221000
"606",606,60,"RL",13600,1,"Inside","Ixelles","1Fam",7,1965,3,3,1,1986,3,7,7,3,3,0,205000
"608",608,20,"RL",7800,1,"Inside","Bruges","1Fam",5,1948,4,4,1,2008,5,8,7,0,3,0,225000
"609",609,70,"RL",12168,1,"Inside","Anderlecht","1Fam",8,1934,3,3,1,3194,3,10,7,2,3,0,359100
"610",610,20,"RL",7943,1,"Inside","SintNiklaas","1Fam",4,1961,2,3,1,1029,3,5,7,0,3,0,118500
"611",611,60,"RL",11050,1,"Inside","Schaerbeek","1Fam",9,2000,3,3,1,2153,5,8,7,2,3,0,313000
"612",612,80,"RL",10395,1,"FR2","LaLouviere","1Fam",6,1978,3,3,1,1032,3,6,7,1,3,0,148000
"613",613,60,"RL",11885,1,"Inside","Schaerbeek","1Fam",8,2001,3,3,1,1872,5,7,7,1,3,0,261500
"615",615,180,"RM",1491,1,"Inside","SintJansMolenbeek","TwnhsE",4,1972,3,3,1,630,3,3,7,0,0,0,75500
"616",616,85,"RL",8800,1,"Inside","Ixelles","1Fam",6,1963,4,3,1,1054,4,6,7,0,3,0,137500
"617",617,60,"RL",7861,1,"Inside","Namur","1Fam",6,2002,3,3,1,1509,4,7,7,1,3,0,183200
"618",618,45,"RL",7227,1,"Corner","Ixelles","1Fam",6,1954,3,3,1,832,4,4,7,0,3,0,105500
"619",619,20,"RL",11694,1,"Inside","Uccle","1Fam",9,2007,3,3,1,1828,4,9,7,1,3,0,314813
"620",620,60,"RL",12244,1,"Inside","Seraing","1Fam",8,2003,3,3,1,2262,4,10,7,2,3,0,305000
"621",621,30,"RL",8248,1,"Inside","Bruges","1Fam",3,1914,3,3,0,864,3,5,7,0,0,0,67000
"622",622,60,"RL",10800,1,"Inside","LaLouviere","1Fam",6,1974,3,3,1,2614,3,9,7,1,3,0,240000
"623",623,20,"RL",7064,1,"Inside","SintNiklaas","1Fam",5,1977,3,3,1,980,3,6,7,0,3,0,135000
"625",625,60,"RL",10400,1,"Inside","LaLouviere","1Fam",6,1972,3,3,1,1790,3,8,5,1,3,0,165150
"626",626,20,"RL",10000,1,"Corner","Ixelles","1Fam",6,1962,3,3,1,1116,3,5,7,0,3,0,160000
"629",629,60,"RL",11606,1,"Inside","Ixelles","1Fam",5,1969,3,3,1,2080,2,9,7,2,3,0,135000
"630",630,80,"RL",9020,1,"Corner","Ixelles","1Fam",6,1964,3,3,1,1350,3,6,7,0,3,0,168500
"631",631,70,"RM",9000,1,"Corner","Hasselt","1Fam",5,1880,3,2,1,1750,5,8,7,0,2,0,124000
"632",632,120,"RL",4590,1,"Inside","Uccle","Twnhs",8,2006,3,4,1,1554,4,6,7,1,3,0,209500
"633",633,20,"RL",11900,1,"Inside","LaLouviere","1Fam",7,1977,4,3,1,1411,3,6,7,1,3,0,82500
"634",634,20,"RL",9250,1,"Corner","Ixelles","1Fam",5,1954,3,3,1,1056,3,6,7,0,3,0,139400
"635",635,90,"RL",6979,1,"Inside","Hasselt","Duplex",6,1980,3,3,1,1056,3,4,7,0,3,0,144000
"636",636,190,"RH",10896,1,"Inside","Genk","2fmCon",6,1914,3,2,1,3395,2,14,7,0,0,0,200000
"637",637,30,"RM",6120,1,"Inside","Liège","1Fam",2,1936,2,2,0,800,2,4,3,1,0,0,60000
"638",638,190,"RM",6000,1,"Inside","Hasselt","2fmCon",5,1954,3,3,1,1387,4,7,7,0,3,0,93000
"639",639,30,"RL",8777,1,"Inside","Bruges","1Fam",5,1910,3,3,1,796,3,4,7,0,0,0,85000
"640",640,120,"RL",3982,1,"Inside","Antwerp","TwnhsE",8,2006,3,4,1,1567,5,7,7,1,3,0,264561
"641",641,120,"RL",12677,1,"Inside","Uccle","TwnhsE",8,2003,3,3,1,1518,5,6,7,1,3,0,274000
"642",642,60,"FV",7050,1,"Inside","Ostend","1Fam",7,2001,3,3,1,1929,4,7,7,1,3,0,226000
"643",643,80,"RL",13860,1,"Inside","Ixelles","1Fam",8,1972,3,3,1,2704,5,9,7,3,3,0,345000
"644",644,60,"RL",10793,1,"Inside","LaLouviere","1Fam",5,1969,3,3,1,1620,3,7,6,0,3,0,152000
"645",645,20,"FV",9187,1,"Inside","Ostend","1Fam",9,2009,3,3,1,1766,5,7,7,1,3,0,370878
"646",646,20,"RL",10530,1,"Corner","Ixelles","1Fam",6,1971,3,3,1,981,3,5,7,0,3,0,143250
"647",647,20,"RL",7200,1,"Inside","Ixelles","1Fam",5,1950,3,0,1,1048,3,7,6,0,3,0,98300
"648",648,20,"RL",10452,1,"Inside","Bruges","1Fam",6,1953,3,3,1,1094,3,5,7,2,3,0,155000
"649",649,60,"RL",7700,1,"Inside","Ixelles","1Fam",6,1966,3,3,1,1839,3,7,7,1,3,0,155000
"650",650,180,"RM",1936,1,"Inside","SintJansMolenbeek","Twnhs",4,1970,3,3,1,630,3,3,7,0,0,0,84500
"651",651,60,"FV",8125,1,"Inside","Ostend","1Fam",7,2007,3,3,1,1665,4,7,7,0,3,0,205950
"653",653,60,"RL",8750,1,"Inside","Schaerbeek","1Fam",7,1996,3,3,1,1716,4,7,7,1,3,0,191000
"655",655,20,"RL",10437,1,"Inside","Aalst","1Fam",8,1995,4,3,1,2113,4,7,7,1,3,0,350000
"656",656,160,"RM",1680,1,"Inside","Charleroi","Twnhs",6,1971,3,3,1,1092,3,6,7,0,3,0,88000
"659",659,50,"RL",17503,1,"Inside","Ixelles","1Fam",6,1948,3,3,1,1458,3,6,7,1,3,0,97500
"660",660,20,"RL",9937,1,"Corner","Bruges","1Fam",5,1964,4,3,1,1486,3,7,7,0,3,0,167000
"661",661,60,"RL",12384,1,"CulDSac","LaLouviere","1Fam",7,1976,3,3,1,1935,3,7,7,1,3,0,197900
"662",662,60,"RL",46589,1,"CulDSac","Aalst","1Fam",8,1994,3,4,1,2448,4,8,7,1,3,0,402000
"663",663,20,"RL",13560,1,"Corner","Ixelles","1Fam",6,1968,3,2,1,1392,3,5,2,2,3,0,110000
"664",664,85,"RL",10012,1,"Inside","Bruges","1Fam",4,1972,3,3,1,1181,3,6,7,0,3,0,137500
"665",665,20,"RL",20896,1,"CulDSac","Ostend","1Fam",8,2005,3,3,1,2097,5,8,7,1,3,0,423000
"667",667,60,"RL",18450,1,"Inside","Ixelles","1Fam",6,1965,4,3,1,2380,3,7,1,1,3,0,129000
"668",668,20,"RL",8125,1,"Inside","Kortrijk","1Fam",6,1994,3,3,1,1679,4,7,7,1,3,0,193500
"670",670,30,"RL",11600,1,"Inside","Anderlecht","1Fam",4,1922,3,3,1,1180,2,5,7,1,3,0,137500
"671",671,60,"RL",8633,1,"FR2","Schaerbeek","1Fam",6,2005,3,3,1,1476,4,7,7,0,3,0,173500
"673",673,20,"RL",11250,1,"Inside","Roeselare","1Fam",6,1977,3,3,1,1208,3,6,7,1,3,0,165000
"674",674,20,"RL",14442,1,"Inside","Anderlecht","1Fam",6,1957,3,3,1,1839,4,7,7,2,3,0,257500
"675",675,20,"RL",9200,1,"Inside","Ixelles","1Fam",6,1965,3,3,1,1136,3,5,7,1,3,0,140000
"677",677,70,"RM",9600,1,"Inside","Hasselt","1Fam",4,1900,3,2,0,1774,3,8,5,0,2,0,87000
"678",678,30,"RL",9022,1,"Inside","Hasselt","1Fam",5,1924,3,3,1,792,4,5,7,0,2,0,109500
"679",679,20,"RL",11844,1,"Inside","Tournai","1Fam",8,2008,3,3,1,2046,4,7,7,1,3,0,372500
"681",681,120,"RL",8012,1,"Inside","Kortrijk","TwnhsE",6,1980,3,3,1,923,3,5,7,1,3,0,143000
"682",682,50,"RH",4500,1,"Inside","Genk","1Fam",5,1932,3,3,1,1520,3,6,7,0,3,0,159434
"683",683,120,"RL",2887,1,"Inside","Brussels","1Fam",6,1996,3,3,1,1291,4,6,7,1,3,0,173000
"684",684,20,"RL",11248,1,"Corner","Schaerbeek","1Fam",9,2002,3,3,1,1668,4,7,7,1,3,0,285000
"685",685,60,"RL",16770,1,"CulDSac","Aalst","1Fam",7,1998,3,3,1,1839,3,7,7,0,3,0,221000
"686",686,160,"RL",5062,1,"CulDSac","Tournai","TwnhsE",7,1984,3,3,1,2090,4,6,6,1,3,0,207500
"687",687,60,"FV",10207,1,"Inside","Ostend","1Fam",7,2007,3,3,1,1761,4,7,7,0,3,0,227875
"688",688,160,"FV",5105,1,"FR2","Ostend","TwnhsE",7,2004,3,3,1,1102,4,4,7,0,3,0,148800
"689",689,20,"RL",8089,1,"Inside","Tournai","1Fam",8,2007,3,3,1,1419,4,7,7,1,3,0,392000
"690",690,120,"RL",7577,1,"Corner","Uccle","TwnhsE",6,2005,3,3,1,1362,4,6,7,1,3,0,194700
"691",691,120,"RM",4426,1,"Inside","Schaerbeek","TwnhsE",6,2004,3,3,1,848,4,3,7,1,3,0,141000
"692",692,60,"RL",21535,1,"Corner","Aalst","1Fam",10,1994,3,3,1,4316,5,10,7,2,3,0,755000
"694",694,30,"RL",5400,1,"Corner","Hasselt","1Fam",5,1921,3,3,1,1073,3,4,7,0,3,0,108480
"695",695,50,"RM",6120,1,"Corner","Liège","1Fam",5,1936,2,3,1,1539,3,5,7,0,3,0,141500
"696",696,20,"RL",13811,1,"Inside","Seraing","1Fam",6,1987,3,4,1,1137,4,5,7,1,3,0,176000
"697",697,30,"RM",6000,1,"Inside","Liège","1Fam",5,1921,3,3,1,616,3,4,7,0,3,0,89000
"698",698,20,"RL",6420,1,"Inside","Bruges","1Fam",5,1952,3,4,1,1148,3,6,7,0,3,0,123500
"699",699,20,"RL",8450,1,"Inside","SintNiklaas","1Fam",5,1965,4,3,1,894,3,5,7,1,3,0,138500
"700",700,120,"FV",4282,1,"Inside","Ostend","TwnhsE",7,2004,3,3,1,1391,4,5,7,0,3,0,196000
"701",701,20,"RL",14331,1,"Inside","Seraing","1Fam",8,2002,3,3,1,1800,4,7,7,1,3,0,312500
"702",702,20,"RL",9600,1,"Inside","LaLouviere","1Fam",7,1969,3,3,1,1164,3,6,7,0,3,0,140000
"703",703,60,"RL",12438,1,"Inside","Tournai","1Fam",8,2006,3,4,1,2576,5,10,7,1,3,0,361919
"704",704,190,"RM",7630,1,"Inside","Hasselt","2fmCon",5,1900,4,3,1,1812,4,8,7,1,3,0,140000
"706",706,190,"RM",5600,1,"Inside","Leuven","2fmCon",4,1930,2,0,0,1092,2,7,4,0,0,0,55000
"707",707,20,"RL",115149,1,"CulDSac","Brussels","1Fam",7,1971,3,3,1,1824,4,5,7,2,3,0,302000
"708",708,120,"RL",6240,1,"Inside","Uccle","TwnhsE",8,2006,3,3,1,1324,4,6,7,1,3,0,254000
"710",710,20,"RL",7162,1,"Inside","SintNiklaas","1Fam",5,1966,3,3,1,904,3,6,7,0,3,0,109900
"711",711,30,"RL",4130,1,"Inside","Liège","1Fam",3,1935,3,3,1,729,3,5,2,0,0,0,52000
"712",712,50,"C (all)",8712,1,"Inside","Leuven","1Fam",4,1900,3,3,1,1178,3,7,7,0,3,0,102776
"713",713,120,"RL",4671,1,"Inside","Tournai","TwnhsE",8,1988,3,3,1,1228,4,5,7,1,3,0,189000
"714",714,190,"RL",9873,1,"Inside","Liège","2fmCon",4,1970,3,3,0,960,3,6,7,0,3,0,129000
"715",715,60,"RL",13517,1,"CulDSac","SintNiklaas","1Fam",6,1976,3,3,1,1479,4,6,7,0,3,0,130500
"716",716,20,"RL",10140,1,"Inside","LaLouviere","1Fam",6,1974,3,3,1,1350,3,7,7,1,3,0,165000
"717",717,70,"RM",10800,1,"Inside","Hasselt","1Fam",7,1890,4,3,1,2554,3,8,7,0,3,0,159500
"718",718,20,"RL",10000,1,"Inside","LaLouviere","1Fam",5,1973,3,3,1,1178,4,5,7,1,3,0,157000
"720",720,20,"RL",9920,1,"Inside","Schaerbeek","1Fam",5,1969,3,3,1,971,3,5,7,1,3,0,128500
"721",721,120,"RL",6563,1,"CulDSac","Tournai","1Fam",8,1985,3,3,1,1742,4,5,7,1,3,0,275000
"722",722,120,"RM",4426,1,"Inside","Schaerbeek","TwnhsE",6,2004,3,3,1,848,4,3,7,0,3,0,143000
"723",723,20,"RL",8120,1,"Inside","Ixelles","1Fam",4,1970,4,3,1,864,3,5,7,0,3,0,124500
"725",725,20,"RL",13286,1,"Inside","Bruges","1Fam",9,2007,3,3,1,1698,5,8,7,1,3,0,320000
"726",726,20,"RL",6960,1,"Inside","Ixelles","1Fam",4,1970,3,3,1,864,4,5,7,0,3,0,120500
"727",727,20,"RL",21695,1,"Corner","Anderlecht","1Fam",6,1988,4,3,1,1680,4,5,7,1,3,0,222000
"728",728,20,"RL",7314,1,"Inside","Schaerbeek","1Fam",7,2007,3,3,1,1232,4,6,7,0,3,0,194500
"729",729,90,"RL",11475,1,"Corner","Ixelles","Duplex",5,1958,3,3,1,1776,3,9,7,0,3,0,110000
"730",730,30,"RM",6240,1,"Inside","Leuven","1Fam",4,1925,3,3,1,1208,3,5,7,0,3,0,103000
"731",731,120,"RL",5389,1,"Inside","Tournai","TwnhsE",8,1995,3,3,1,1616,4,5,7,1,3,0,236500
"732",732,80,"RL",9590,1,"Corner","Seraing","1Fam",7,2003,3,3,1,1146,4,6,7,1,3,0,187500
"733",733,60,"RL",11404,1,"Inside","Schaerbeek","1Fam",7,1998,3,3,1,2031,4,8,7,1,3,0,222500
"734",734,20,"RL",10000,1,"Corner","SintNiklaas","1Fam",5,1961,3,3,1,1144,3,6,7,1,3,0,131400
"735",735,20,"RL",8978,1,"Corner","SintNiklaas","1Fam",5,1968,3,3,1,948,3,6,7,0,3,0,108000
"736",736,75,"RM",10800,1,"Inside","Hasselt","1Fam",7,1914,3,3,0,1768,3,6,7,2,3,0,163000
"737",737,90,"RL",8544,1,"Inside","Ixelles","Duplex",3,1950,3,0,0,1040,3,6,7,0,3,0,93500
"738",738,60,"RL",10463,1,"CulDSac","Namur","1Fam",8,2005,3,3,1,1801,4,8,7,1,3,0,239900
"739",739,90,"RL",10800,1,"Inside","Bruges","Duplex",5,1987,3,4,1,1200,3,5,7,0,0,0,179000
"740",740,60,"RL",9313,1,"Inside","Schaerbeek","1Fam",7,2004,3,3,1,1728,4,7,7,0,3,0,190000
"741",741,70,"RM",9600,1,"Inside","Hasselt","1Fam",5,1910,4,2,1,1432,3,7,7,0,3,0,132000
"742",742,20,"RL",6768,1,"Inside","SintNiklaas","1Fam",6,1961,4,3,1,912,4,5,7,0,3,0,142000
"743",743,20,"RL",8450,1,"Inside","Kortrijk","1Fam",7,2000,3,3,1,1349,3,6,7,0,3,0,179000
"744",744,80,"RL",12886,1,"Inside","SintNiklaas","1Fam",5,1963,3,3,1,1464,3,6,5,1,3,0,175000
"745",745,120,"RL",5395,1,"Inside","Tournai","TwnhsE",8,1993,3,3,1,1337,4,5,7,1,3,0,180000
"746",746,60,"RL",8963,1,"Inside","LaLouviere","1Fam",8,1976,4,4,1,2715,4,11,7,2,3,0,299800
"747",747,60,"RL",8795,1,"Inside","Namur","1Fam",7,2000,3,3,1,2256,4,8,7,1,3,0,236000
"749",749,20,"RL",10593,1,"Inside","Aalst","1Fam",7,1996,3,3,1,1720,4,7,7,1,3,0,260400
"751",751,50,"RM",8800,1,"Corner","Hasselt","1Fam",4,1910,3,2,1,1140,3,7,5,0,0,0,96500
"752",752,60,"RL",7750,1,"Inside","Namur","1Fam",7,2003,3,3,1,1320,4,6,7,0,3,0,162000
"753",753,20,"RL",9236,1,"Inside","Schaerbeek","1Fam",6,1997,4,3,1,1494,4,6,7,0,3,0,217000
"754",754,60,"RL",10240,1,"Inside","Uccle","1Fam",8,2005,3,3,1,2098,5,8,7,1,3,0,275500
"755",755,20,"RL",7930,1,"Inside","Ixelles","1Fam",6,1969,3,3,1,1026,4,5,7,0,3,0,156000
"756",756,160,"FV",3230,1,"Inside","Ostend","TwnhsE",6,1999,3,3,1,1471,3,6,7,0,3,0,172500
"757",757,60,"RL",10769,1,"Inside","Schaerbeek","1Fam",8,2007,3,3,1,1768,4,7,7,0,3,0,212000
"760",760,60,"RL",12257,1,"Inside","Aalst","1Fam",8,1995,3,3,1,2531,4,9,7,1,3,0,290000
"761",761,20,"RL",9100,1,"Inside","Ixelles","1Fam",6,1959,3,3,1,864,3,5,7,0,5,0,127500
"762",762,30,"RM",6911,1,"FR2","Liège","1Fam",5,1924,3,3,1,1301,2,5,6,0,3,0,100000
"763",763,60,"FV",8640,1,"Inside","Ostend","1Fam",7,2009,3,3,1,1547,4,7,7,0,3,0,215200
"764",764,60,"RL",9430,1,"Inside","Aalst","1Fam",8,1999,3,3,1,2365,4,8,7,1,3,0,337000
"765",765,120,"RL",9549,1,"CulDSac","Roeselare","TwnhsE",8,1995,4,4,1,1494,5,6,7,1,3,0,270000
"766",766,20,"RL",14587,1,"Inside","Ostend","1Fam",9,2008,3,3,1,1506,5,6,7,1,3,0,264132
"767",767,60,"RL",10421,1,"Inside","LaLouviere","1Fam",7,1988,3,3,1,1714,3,7,7,1,3,0,196500
"768",768,50,"RL",12508,1,"Inside","Mons","1Fam",6,1940,3,3,1,1750,3,7,4,0,3,0,160000
"769",769,20,"RL",9100,1,"Inside","Schaerbeek","1Fam",7,2004,3,3,1,1836,4,8,7,1,3,0,216837
"770",770,60,"RL",53504,1,"CulDSac","Tournai","1Fam",8,2003,3,3,1,3279,5,12,4,1,3,0,538000
"771",771,85,"RL",7252,1,"CulDSac","SintNiklaas","1Fam",5,1982,3,3,1,858,3,5,7,0,3,0,134900
"772",772,20,"RL",8877,1,"Inside","Bruges","1Fam",4,1951,3,2,1,1220,3,6,7,0,3,0,102000
"773",773,80,"RL",7819,1,"Inside","Bruges","1Fam",6,1976,3,3,1,1117,3,6,7,1,3,0,107000
"774",774,20,"RL",10150,1,"Inside","Ixelles","1Fam",5,1958,3,3,1,912,3,5,7,0,3,0,114500
"775",775,20,"RL",14226,1,"Corner","Uccle","1Fam",8,2006,3,3,1,1973,4,9,7,1,3,0,395000
"776",776,120,"RM",4500,1,"FR2","Mons","TwnhsE",6,1998,3,3,1,1204,3,5,7,0,3,0,162000
"777",777,20,"RL",11210,1,"Inside","Schaerbeek","1Fam",7,2005,3,3,1,1614,4,7,7,0,3,0,221500
"778",778,20,"RL",13350,1,"Inside","SintNiklaas","1Fam",5,1974,3,3,1,894,3,5,7,1,3,0,142500
"779",779,90,"RH",8400,1,"Inside","Kortrijk","Duplex",5,1977,3,0,1,2020,3,10,7,2,3,0,144000
"780",780,90,"RL",10530,1,"Inside","Mons","Duplex",6,1977,3,3,1,1004,3,4,7,0,3,0,135000
